Word,NER
McCarthy,B-PER
Alan,B-PER
Kelly,I-PER
Shay,B-PER
Given,I-PER
Denis,B-PER
Irwin,I-PER
Phil,B-PER
Babb,I-PER
Jeff,B-PER
Kenna,I-PER
Curtis,B-PER
Fleming,I-PER
Gary,B-PER
Breen,I-PER
Ian,B-PER
Harte,I-PER
Kenny,B-PER
Cunningham,I-PER
Steve,B-PER
Staunton,I-PER
Andy,B-PER
Townsend,I-PER
Ray,B-PER
Houghton,I-PER
Gareth,B-PER
Farrelly,I-PER
Alan,B-PER
McLoughlin,I-PER
Jason,B-PER
McAteer,I-PER
Alan,B-PER
Moore,I-PER
Keith,B-PER
O Neill,I-PER
Tony,B-PER
Cascarino,I-PER
Niall,B-PER
Quinn,I-PER
David,B-PER
Kelly,I-PER
Dublin,B-ORG
Newsroom,I-ORG
S ,B-MISC
African,I-MISC
PRETORIA,B-LOC
South,B-MISC
African,I-MISC
Eugene,B-PER
de,I-PER
Kock,I-PER
De,B-PER
Kock,I-PER
Sudanese,B-MISC
Peter,B-PER
Smerdon,I-PER
NAIROBI,B-LOC
Sudan,B-LOC
Roman,B-MISC
Catholic,I-MISC
Australian,B-MISC
George,B-PER
Garang,I-PER
Nairobi,B-LOC
Sudan,B-ORG
People,I-ORG
 s,I-ORG
Liberation,I-ORG
Army,I-ORG
SPLA,B-ORG
SPLA,B-ORG
Nuour,B-PER
Marial,I-PER
Mapourdit,B-LOC
Garang,B-PER
Nuour,B-PER
Marial,I-PER
Catholic,B-ORG
Information,I-ORG
Office,I-ORG
Nairobi,B-LOC
SPLA,B-ORG
Islam,B-MISC
Garang,B-PER
Garang,B-PER
Mapourdit,B-LOC
Catholic,B-ORG
Information,I-ORG
office,I-ORG
Nairobi,B-LOC
Australian,B-MISC
Moira,B-PER
Lynch,I-PER
Mary,B-PER
Batchelor,I-PER
American,B-MISC
Michael,B-PER
Barton,I-PER
Sudanese,B-MISC
Raphael,B-PER
Riel,I-PER
Sudan,B-LOC
SPLA,B-ORG
Australian,B-MISC
Maureen,B-PER
Carey,I-PER
Italian,B-MISC
Raniero,B-PER
Iacomella,I-PER
Australia,B-LOC
Lynch,B-PER
Batchelor,B-PER
Barton,B-PER
Riel,B-LOC
Catholic,B-ORG
Information,I-ORG
Office,I-ORG
SPLA,B-ORG
Kenyan,B-MISC
Caesar,B-PER
Mazzolari,I-PER
Rumbek,B-LOC
Sudan,B-LOC
SPLA,B-ORG
SPLA,B-ORG
Australian,B-MISC
Australian,B-MISC
Nairobi,B-LOC
Roman,B-MISC
Catholic,I-MISC
Sudan,B-LOC
U S ,B-LOC
Italian,B-MISC
SPLA,B-ORG
Khartoum,B-LOC
Christian,B-MISC
Moslem,B-MISC
Arabised,B-LOC
north,I-LOC
OSCE,B-ORG
Bosnian,B-MISC
SARAJEVO,B-LOC
U S ,B-LOC
Bosnia,B-LOC
Serbs,B-MISC
Robert,B-PER
Frowick,I-PER
Organisation,B-ORG
Security,I-ORG
Cooperation,I-ORG
Europe,I-ORG
OSCE,B-ORG
Bosnian,B-MISC
Frowick,B-PER
OSCE,B-ORG
Serb,B-MISC
Serb,B-MISC
Moslem,B-MISC
Serbia,B-LOC
Bosnian,B-MISC
Serb,I-MISC
Serb,B-MISC
Dayton,B-LOC
Bosnian,B-MISC
Serbs,I-MISC
OSCE,B-ORG
Bosnian,B-MISC
Serb,I-MISC
Bosnian,B-MISC
Serb,I-MISC
OSCE,B-ORG
Dayton,B-LOC
Serbs,B-MISC
Bosnia,B-LOC
Serb,B-MISC
Bosnia,B-LOC
Dayton,B-LOC
Chechnya,B-LOC
Lebed,B-PER
Yeltsin,B-PER
Dmitry,B-PER
Kuznets,I-PER
NOVYE,B-LOC
ATAGI,I-LOC
Russia,B-LOC
Russian,B-MISC
Chechnya,B-LOC
Boris,B-PER
Yeltsin,I-PER
Alexander,B-PER
Lebed,I-PER
Russian,B-MISC
Vyacheslav,B-PER
Tikhomirov,I-PER
Novye,B-LOC
Atagi,I-LOC
Chechen,B-MISC
Grozny,B-LOC
Aslan,B-PER
Maskhadov,I-PER
Lebed,B-PER
Kremlin,B-LOC
Moscow,B-LOC
Yeltsin,B-PER
Chechnya,B-LOC
Itar Tass,B-ORG
Kremlin,B-LOC
Yeltsin,B-PER
Moscow,B-LOC
Lebed,B-PER
Chechnya,B-LOC
Yeltsin,B-PER
Lebed,B-PER
Yeltsin,B-PER
Moscow,B-LOC
Russians,B-MISC
Chechen,B-MISC
interior,B-ORG
ministry,I-ORG
Chechens,B-MISC
Russian,B-MISC
Tass,B-ORG
Lebed,B-PER
Maskhadov,B-PER
GMT,B-MISC
Novye,B-LOC
Atagi,I-LOC
Tim,B-PER
Guldimann,I-PER
Swiss,B-MISC
Chechnya,B-LOC
Organisation,B-ORG
Security,I-ORG
Cooperation,I-ORG
Europe,I-ORG
OSCE,B-ORG
Guldimann,B-PER
Tikhomirov Maskhadov,B-MISC
Lebed,B-PER
Russian,B-MISC
Itar Tass,B-ORG
Russian,B-MISC
RIA,B-ORG
Russian Chechen,B-MISC
Grozny,B-LOC
Interfax,B-ORG
Lebed,B-PER
Yeltsin,B-PER
Lebed,B-PER
Yeltsin,B-PER
Russian,B-MISC
Kremlin,B-LOC
Lebed,B-PER
Yeltsin,B-PER
Kremlin,B-LOC
Chechnya,B-LOC
Russia,B-LOC
Lebed,B-PER
Moscow,B-LOC
Yeltsin,B-PER
Moscow,B-LOC
Chechnya,B-LOC
Russian,B-LOC
Federation,I-LOC
Slovenia,B-LOC
Poland,B-LOC
EU,B-ORG
NATO,B-ORG
LJUBLJANA,B-LOC
Slovenia,B-LOC
Poland,B-LOC
European,B-ORG
Union,I-ORG
NATO,B-ORG
Polish,B-MISC
Aleksander,B-PER
Kwasniewski,I-PER
Slovenian,B-MISC
Milan,B-PER
Kucan,I-PER
Slovenia,B-LOC
Kwasniewski,B-PER
West,B-LOC
European,B-ORG
Union,I-ORG
NATO,B-ORG
Kwasniewski,B-PER
Kucan,B-PER
Poland,B-LOC
Slovenia,B-LOC
European,B-ORG
Union,I-ORG
NATO,B-ORG
European,B-ORG
Union,I-ORG
Central,B-ORG
European,I-ORG
Free,I-ORG
Trade,I-ORG
Area,I-ORG
Hungary,B-LOC
Slovakia,B-LOC
Czech,B-LOC
Republic,I-LOC
Slovenia,B-LOC
Poland,B-LOC
Slovenia,B-LOC
Kwasniewski,B-PER
Janez,B-PER
Drnovsek,I-PER
Slovenian,B-MISC
Chamber,B-ORG
Economy,I-ORG
Iliescu,B-PER
Hungary,B-LOC
BUCHAREST,B-LOC
Romania,B-LOC
Ion,B-PER
Iliescu,I-PER
Hungary,B-LOC
Iliescu,B-PER
Party,B-ORG
Social,I-ORG
Democracy,I-ORG
National,B-ORG
Unity,I-ORG
Party,I-ORG
PUNR,B-ORG
PUNR,B-ORG
PDSR,B-ORG
Adrian,B-PER
Nastase,I-PER
Nastase,B-PER
PUNR,B-ORG
Romania,B-LOC
Hungarian,B-MISC
NATO,B-ORG
European,B-ORG
Union,I-ORG
PUNR,B-ORG
PUNR,B-ORG
PUNR,B-ORG
Gheorghe,B-PER
Funar,I-PER
Iliescu,B-PER
Hungarian,B-MISC
Funar,B-PER
Iliescu,B-PER
Iliescu,B-PER
Iliescu,B-PER
Romanian,B-MISC
Hungarian,B-MISC
Iliescu,B-PER
Estonian,B-MISC
Belinda,B-PER
Goldsmith,I-PER
TALLINN,B-LOC
Estonia,B-LOC
Lennart,B-PER
Meri,I-PER
Meri,B-PER
Estonia,B-LOC
Soviet,B-LOC
Union,I-LOC
Arnold,B-PER
Ruutel,I-PER
Meri,B-PER
Meri,B-PER
Estonia,B-LOC
Meri,B-PER
Reform,B-ORG
Party,I-ORG
Heiki,B-PER
Kranich,I-PER
Reuters,B-ORG
Meri,B-PER
Ruutel,B-PER
Meri,B-PER
Ruutel,B-PER
Soviet,B-MISC
Meri,B-PER
Ruutel,B-PER
Estonia,B-LOC
TALLINN,B-LOC
Estonian,B-MISC
Lennart,B-PER
Meri,I-PER
Meri,B-PER
Arnold,B-PER
Ruutel,I-PER
Meri,B-PER
Ruutel,B-PER
Meri,B-PER
Ruutel,B-PER
Enn,B-PER
Markvart,I-PER
National,B-ORG
Election,I-ORG
Commission,I-ORG
Soviet,B-MISC
Albania,B-LOC
Briton,B-MISC
TIRANA,B-LOC
Albanian,B-MISC
British,B-MISC
Tirana,B-LOC
Adnan,B-PER
Xhelili,I-PER
Reuters,B-ORG
Xhelili,B-PER
Paul,B-PER
Thompson,I-PER
Wiltshire,B-LOC
Adriatic,B-MISC
Durres,B-LOC
Tirana,B-LOC
Thompson,B-PER
Xhelili,B-PER
Thompson,B-PER
London,B-LOC
British,B-MISC
Tirana,B-LOC
Thompson,B-PER
Albania,B-LOC
Albania,B-LOC
Estonia,B-LOC
TALLINN,B-LOC
Estonia,B-LOC
Lennart,B-PER
Meri,I-PER
Arnold,B-PER
Ruutel,I-PER
Meri,B-PER
GMT,B-MISC
Enn,B-PER
Markvart,I-PER
National,B-ORG
Election,I-ORG
Commission,I-ORG
Meri,B-PER
Ruutel,B-PER
Meri,B-PER
Slovak,B-MISC
Dutroux,B-PER
Peter,B-PER
Laca,I-PER
BRATISLAVA,B-LOC
Marc,B-PER
Dutroux,I-PER
Belgium,B-LOC
Slovakia,B-LOC
Slovak,B-MISC
Belgium,B-LOC
Rudolf,B-PER
Gajdos,I-PER
Slovak,B-MISC
Interpol,B-ORG
Reuters,B-ORG
Gajdos,B-PER
Eva,B-PER
Boudova,I-PER
Slovak,B-MISC
Mark,B-PER
Dutroux,I-PER
Belgium,B-LOC
Gajdos,B-PER
Belgium,B-LOC
Gajdos,B-PER
Dutroux,B-PER
Slovakia,B-LOC
Slovak,B-MISC
Belgium,B-LOC
An,B-PER
Marchal,I-PER
Eefje,B-PER
Lambrecks,I-PER
Dutroux,B-PER
Marchal,B-PER
Lambrecks,B-PER
Czech,B-MISC
Interpol,B-ORG
Dutroux,B-PER
Czech,B-LOC
Republic,I-LOC
Slovakia,B-LOC
Belgian,B-MISC
Bratislava,B-LOC
Slovak,B-MISC
An,B-PER
Eefje,B-PER
Prague,B-LOC
CIS,B-LOC
MOSCOW,B-LOC
Commonwealth,B-LOC
Independent,I-LOC
States,I-LOC
Russian,B-ORG
Weather,I-ORG
Service,I-ORG
Moscow,B-ORG
Newsroom,I-ORG
Russian,B-MISC
MOSCOW,B-LOC
Russian,B-MISC
Urals,B-MISC
Perm,B-LOC
Itar Tass,B-ORG
Tass,B-ORG
Russian,B-MISC
Chechens,B-MISC
MOSCOW,B-LOC
Russia,B-LOC
Chechnya,B-LOC
Aslan,B-PER
Maskhadov,I-PER
Itar Tass,B-ORG
Tass,B-ORG
Novye,B-LOC
Atagi,I-LOC
Chechen,B-MISC
Grozny,B-LOC
Russians,B-MISC
Russian,B-MISC
Chechens,B-MISC
Maskhadov,B-PER
Russia,B-LOC
Vyacheslav,B-PER
Tikhomirov,I-PER
Russian,B-MISC
Alexander,B-PER
Lebed,I-PER
Lebed,B-PER
Russian,B-MISC
Viktor,B-PER
Chernomyrdin,I-PER
Boris,B-PER
Yeltsin,I-PER
Moscow,B-LOC
Argentine,B-MISC
BUENOS,B-LOC
AIRES,I-LOC
Argentina,B-LOC
Buenos,B-LOC
Aires,I-LOC
Argentina,B-LOC
Ten,B-MISC
Commandments,I-MISC
Antonio,B-PER
Quarracino,I-PER
Ten,B-MISC
Commandments,I-MISC
Argentina,B-LOC
Roman,B-MISC
Catholic,I-MISC
Biblical,B-MISC
Quarracino,B-PER
Brazil,B-LOC
Eletropaulo,B-ORG
SAO,B-PER
PAULO,I-PER
Sao,B-LOC
Paulo,I-LOC
Eletropaulo,B-ORG
Eduardo,B-PER
Bernini,I-PER
Emmanuel,B-PER
Sobral,I-PER
Transportation,B-ORG
Ministry,I-ORG
Bernini,B-PER
Eletropaulo,B-ORG
Romina,B-PER
Nicaretta,I-PER
Sao,B-LOC
Paulo,I-LOC
Dutch,B-MISC
SAN,B-LOC
JOSE,I-LOC
Costa,B-LOC
Rica,I-LOC
The,B-LOC
Netherlands,I-LOC
Dutch,B-MISC
Costa,B-MISC
Rican,I-MISC
Judicial,B-ORG
Police,I-ORG
Manuel,B-PER
Alvarado,I-PER
Reuters,B-ORG
Hurte,B-PER
Sierd,I-PER
Zylstra,I-PER
Jetsi,B-PER
Hendrika,I-PER
Coers,I-PER
Costa,B-MISC
Rican,I-MISC
Anton,B-PER
Schutte,I-PER
Belgium,B-LOC
Netherlands,B-LOC
Luxembourg,B-LOC
Dutch,B-MISC
Schutte,B-PER
Schutte,B-PER
Spanish,B-MISC
Ebe,B-PER
Huizinga,I-PER
Dutch,B-MISC
Alvarado,B-PER
Nicaragua,B-LOC
German,B-MISC
Swiss,B-MISC
Nicaraguan,B-MISC
Venezuela,B-LOC
CVG,B-ORG
CARACAS,B-LOC
Venezuela,B-LOC
Corporacion,B-ORG
Venezolana,I-ORG
de,I-ORG
Guayana,I-ORG
CVG,B-ORG
CVG,B-ORG
Ramon,B-PER
Machuca,I-PER
Sidor,B-ORG
Radical,B-ORG
Cause,I-ORG
Sidor,B-ORG
CVG,B-ORG
CVG,B-ORG
Venalum,B-ORG
Alucasa,B-ORG
CVG,B-ORG
CVG,B-ORG
Radical,B-ORG
Cause,I-ORG
CVG,B-ORG
Omar,B-PER
Lugo,I-PER
Caracas,B-LOC
Nicaraguan,B-MISC
MANAGUA,B-LOC
Nicaragua,B-LOC
Nicaraguan,B-MISC
Matagalpa,B-LOC
Managua,B-LOC
El,B-ORG
Nuevo,I-ORG
Diario,I-ORG
Matagalpa,B-LOC
Brazil,B-LOC
Banespa,B-ORG
SAO,B-PER
PAULO,I-PER
Brazil,B-LOC
Sao,B-LOC
Paulo,I-LOC
Banespa,B-ORG
Globo,I-ORG
Central,B-ORG
Bank,I-ORG
Banespa,B-ORG
Banespa,B-ORG
Sao,B-LOC
Paulo,I-LOC
Central,B-ORG
Bank,I-ORG
Banespa,B-ORG
Sao,B-LOC
Paulo,I-LOC
Sao,B-LOC
Paulo,I-LOC
Mario,B-PER
Covas,I-PER
Sao,B-LOC
Paulo,I-LOC
Banespa,B-ORG
Globo,I-ORG
Sao,B-LOC
Paulo,I-LOC
Globo,I-ORG
Bamerindus,B-ORG
Bamerindus,B-ORG
Central,B-ORG
Bank,I-ORG
Central,B-ORG
Bank,I-ORG
TBC,B-ORG
Globo,I-ORG
Bamerindus,B-ORG
Bamerindus,B-ORG
Brazil,B-LOC
Bamerindus,B-ORG
Central,B-ORG
Bank,I-ORG
Fatima,B-PER
Cristina,I-PER
Sao,B-LOC
Paulo,I-LOC
Czech,B-LOC
Republic,I-LOC
Havel,B-PER
Brazil,B-LOC
BRASILIA,B-LOC
Czech,B-LOC
Republic,I-LOC
Vaclav,B-PER
Havel,I-PER
Brazil,B-LOC
Brazil,B-LOC
Havel,B-PER
Brazilian,B-MISC
Fernando,B-PER
Henrique,I-PER
Cardoso,I-PER
Brasilia,B-LOC
Sao,B-LOC
Paulo,I-LOC
Rio,B-LOC
de,I-LOC
Janeiro,I-LOC
Brazil,B-LOC
South,B-MISC
Korean,I-MISC
Kim,B-PER
Young,I-PER
Sam,I-PER
German,B-MISC
Helmut,B-PER
Kohl,I-PER
Argentine,B-MISC
Alejandro,B-PER
Lanusse,I-PER
BUENOS,B-LOC
AIRES,I-LOC
Alejandro,B-PER
Lanusse,I-PER
Argentina,B-LOC
Lanusse,B-PER
Juan,B-PER
Domingo,I-PER
Peron,I-PER
Argentina,B-LOC
Argentina,B-LOC
Lanusse,B-PER
Juan,B-PER
Carlos,I-PER
Marcelo,B-PER
Levingston,I-PER
Argentina,B-LOC
Lanusse,B-PER
Peronists,B-ORG
Hector,B-PER
Campora,I-PER
Vicente,B-PER
Solano,I-PER
Lima,I-PER
Lanusse,B-PER
Peron,B-PER
Benjamin,B-PER
Menendez,I-PER
Lanusse,B-PER
Argentine,B-MISC
Lanusse,B-PER
Buenos,B-LOC
Aires,I-LOC
Ileana,B-PER
Bell,I-PER
Military,B-ORG
College,I-ORG
China,B-LOC
BEIJING,B-LOC
China,B-LOC
Liaoning,B-LOC
Tiantan,B-MISC
Dalian,B-LOC
Dalian,B-LOC
Tianjin,B-LOC
Dalian,B-LOC
Matahari,B-ORG
JAKARTA,B-LOC
Indonesian,B-MISC
PT,B-ORG
Matahari,I-ORG
Putra,I-ORG
Prima,I-ORG
Matahari,B-ORG
Hanifah,B-PER
Komala,I-PER
Komala,B-PER
Jakarta,B-LOC
S ,B-LOC
Korea,I-LOC
China bound,B-MISC
BEIJING,B-LOC
Beijing,B-LOC
Seoul,B-LOC
South,B-MISC
Korean,I-MISC
China,B-LOC
South,B-MISC
Korean,I-MISC
South,B-MISC
Korean,I-MISC
Lee,B-PER
Ki choo,I-PER
Chinese,B-MISC
Tang,B-PER
Jiaxuan,I-PER
China,B-LOC
China,B-LOC
Hong,B-LOC
Kong,I-LOC
HONG,B-LOC
KONG,I-LOC
China,B-LOC
Hong,B-LOC
Kong,I-LOC
Hong,B-LOC
Kong,I-LOC
New,B-LOC
Territories,I-LOC
China,B-LOC
Jiangsu,B-LOC
Hong,B-LOC
Kong,I-LOC
China,B-LOC
Hong,B-LOC
Kong,I-LOC
British,B-MISC
Chinese,B-MISC
Bosnian,B-MISC
Turkey,B-LOC
ANKARA,B-LOC
Bosnian,B-MISC
Hasan,B-PER
Muratovic,I-PER
Ankara,B-LOC
Turkey,B-LOC
Yugoslav,B-MISC
Turkish,B-MISC
Necmettin,B-PER
Erbakan,I-PER
Bosnian,B-MISC
Bosnians,B-MISC
Turkey,B-LOC
Muratovic,B-PER
Suleyman,B-PER
Demirel,I-PER
Tansu,B-PER
Ciller,I-PER
Turkish,B-MISC
U S ,B-LOC
Bosnia,B-LOC
Bosnian,B-MISC
Serbs,B-MISC
Turkish,B-MISC
Bosnia,B-LOC
U N ,B-ORG
Iraq,B-LOC
Leon,B-PER
Barkho,I-PER
BAGHDAD,B-LOC
U N ,B-ORG
Baghdad,B-LOC
Iraq,B-LOC
U N ,B-ORG
Boutros,B-PER
Boutros Ghali,I-PER
Italian,B-MISC
Gualtiero,B-PER
Fulcheri,I-PER
Iraq,B-LOC
Moroccan,B-MISC
Mohamed,B-PER
Zejjari,I-PER
Iraq,B-LOC
U N ,B-ORG
Baghdad,B-LOC
United,B-ORG
Nations,I-ORG
Baghdad,B-LOC
Baghdad,B-LOC
Iraq U N ,B-MISC
Iraq,B-LOC
Iraq,B-LOC
U N ,B-ORG
U N ,B-ORG
U N ,B-ORG
Iraq,B-LOC
Kuwait,B-LOC
Fulcheri,B-PER
U N ,B-ORG
Iraq,B-LOC
Fulcheri,B-PER
U N ,B-ORG
U N ,B-ORG
Congo,B-LOC
Angola,B-LOC
Sudan,B-LOC
Somalia,B-LOC
Kansas,B-LOC
USDA,B-ORG
DODGE,B-LOC
CITY,I-LOC
Chicago,B-LOC
Democrat,B-MISC
Alan,B-PER
Elsner,I-PER
CHICAGO,B-LOC
Democratic,B-MISC
Rep,B-MISC
Tony,B-PER
Hall,I-PER
Ohio,B-LOC
Democrats,B-MISC
Democratic,B-ORG
Party,I-ORG
Democrats,B-MISC
Democratic,B-ORG
Party,I-ORG
Hall,B-PER
Pennsylvania,B-LOC
Robert,B-PER
Casey,I-PER
Republicans,B-MISC
Democrat,B-MISC
Casey,B-PER
Chicago,B-LOC
Democratic,B-MISC
Democratic,B-MISC
Casey,B-PER
Democrat,B-ORG
National,I-ORG
Convention,I-ORG
Republican,B-ORG
Party,I-ORG
Massachusetts,B-LOC
William,B-PER
Weld,I-PER
Bob,B-PER
Dole,I-PER
Republican,B-MISC
Democrats,B-MISC
Kate,B-PER
Michelman,I-PER
National,B-ORG
Abortion,I-ORG
Rights,I-ORG
Action,I-ORG
League,I-ORG
Republican,B-ORG
Party,I-ORG
Georgia,B-LOC
Rep,B-MISC
Cynthia,B-PER
McKinney,I-PER
Republican,B-ORG
House,I-ORG
Newt,B-PER
Gingrich,I-PER
U S ,B-LOC
CHICAGO,B-LOC
Montana,B-LOC
North,B-LOC
Dakota,I-LOC
MINNESOTA,B-LOC
Minneapolis,B-LOC
Duluth,B-LOC
NORTH,B-LOC
DAKOTA,I-LOC
Hunter,B-LOC
Red,B-LOC
River,I-LOC
Spring,B-LOC
Billings,B-LOC
MT,B-LOC
Havre,B-LOC
MT,B-LOC
Rudyard,B-LOC
MT,B-LOC
Wolf,B-LOC
Point,I-LOC
MT,B-LOC
Portland,B-LOC
OR,B-LOC
Pendleton,B-LOC
OR,B-LOC
Coolee,B-LOC
City,I-LOC
WA,B-LOC
Waterville,B-LOC
WA,B-LOC
Wenatchee,B-LOC
WA,B-LOC
Chicago,B-LOC
Birmingham,B-LOC
Public,I-LOC
Park,I-LOC
Ala,B-LOC
Moody,B-ORG
 s,I-ORG
NEW,B-LOC
YORK,I-LOC
Moody,B-ORG
 s,I-ORG
Investors,I-ORG
Service,I-ORG
Birmingham,B-LOC
Public,I-LOC
Park,I-LOC
Rec,I-LOC
YMCA,B-ORG
AL,B-LOC
U S ,B-ORG
Municipal,I-ORG
Desk,I-ORG
U S ,B-LOC
Russian Chechen,B-MISC
WASHINGTON,B-LOC
United,B-LOC
States,I-LOC
Chechen,B-MISC
Grozny,B-LOC
Russian,B-MISC
Chechen,B-MISC
State,B-ORG
Department,I-ORG
Glyn,B-PER
Davies,I-PER
Russian,B-MISC
Chechnya,B-LOC
Vyacheslav,B-PER
Tikhomirov,I-PER
Chechen,B-MISC
Aslan,B-PER
Mashadov,I-PER
Akron,B-LOC
Ohio,B-LOC
Moody,B-ORG
 s,I-ORG
NEW,B-LOC
YORK,I-LOC
Moody,B-ORG
 s,I-ORG
Investors,I-ORG
Service,I-ORG
Akron,B-ORG
OH,B-LOC
Stallone,B-PER
MIAMI,B-LOC
Sylvester,B-PER
Stallone,I-PER
Jennifer,B-PER
Flavin,I-PER
Stallone,B-PER
Sophia,B-PER
Rose,I-PER
South,B-LOC
Miami,I-LOC
Hospital,I-LOC
Paul,B-PER
Bloch,I-PER
Stallone,B-PER
Rocky,B-MISC
Rambo,B-MISC
Copland,B-MISC
New,B-LOC
York,I-LOC
New,B-LOC
Jersey,I-LOC
Flavin,B-PER
Clinton,B-PER
Dole,B-PER
CHICAGO,B-LOC
ABC,B-ORG
News,I-ORG
Bill,B-PER
Clinton,I-PER
Republican,B-MISC
Bob,B-PER
Dole,I-PER
Democratic,B-MISC
Convention,I-MISC
Chicago,B-LOC
Clinton,B-PER
Dole,B-PER
Ross,B-PER
Perot,I-PER
Reform,B-ORG
Party,I-ORG
Clinton,B-PER
Dole,B-PER
ABC,B-ORG
Republican,B-MISC
San,B-LOC
Diego,I-LOC
Dole,B-PER
San,B-LOC
Diego,I-LOC
Clinton,B-PER
ABC,B-ORG
Clinton,B-PER
Dole,B-PER
Perot,B-PER
Democrats,B-MISC
House,B-ORG
Representatives,I-ORG
Democrat,B-MISC
Republican,B-MISC
Democrats,B-MISC
Clinton,B-PER
Dole,B-PER
Perot,B-PER
Dole,B-PER
U S ,B-LOC
CHICAGO,B-LOC
Portland,B-LOC
Portland,B-LOC
U S ,B-LOC
Kansas,B-LOC
City,I-LOC
Chicago,B-LOC
Puerto,B-LOC
Rico,I-LOC
PHILADELPHIA,B-LOC
Puerto,B-MISC
Rican,I-MISC
Abyss,B-PER
DeJesus,I-PER
St ,B-LOC
Christopher,I-LOC
Children,I-LOC
 s,I-LOC
Hospital,I-LOC
Carol,B-PER
Norris,I-PER
Norris,B-PER
DeJesus,B-PER
Philadelphia,B-LOC
Eau,B-ORG
Claire,I-ORG
Wisc,B-LOC
Robert,B-ORG
W ,I-ORG
Baird,I-ORG
NEW,B-LOC
YORK,I-LOC
Robert,B-ORG
W ,I-ORG
Baird,I-ORG
Co,I-ORG
Inc ,I-ORG
Eau,B-ORG
Claire,I-ORG
Wisc,B-LOC
Massachusetts,B-LOC
BOSTON,B-LOC
Massachusetts,B-LOC
Massachusetts,B-ORG
Association,I-ORG
Realtors,I-ORG
Boston,B-LOC
Amtrak,B-ORG
MONTPELIER,B-LOC
Vt,B-LOC
Amtrak,B-ORG
The,B-MISC
Vermonter,I-MISC
St ,B-LOC
Albans,I-LOC
Vermont,B-LOC
Canadian,B-MISC
Washington,B-LOC
D C ,I-LOC
Roxbury,B-LOC
Montpelier,B-LOC
Amtrak,B-ORG
Maureen,B-PER
Garrity,I-PER
Vermont,B-LOC
Central,I-LOC
Hospital,I-LOC
Dan,B-PER
Pudvah,I-PER
Pudvah,B-PER
Garrity,B-PER
Garrity,B-PER
Springfield,B-LOC
Massachusetts,B-LOC
New,B-LOC
York,I-LOC
City,I-LOC
Washington,B-LOC
Garrity,B-PER
Northfield,B-LOC
Mountains,I-LOC
Paralympics,B-MISC
France Juppe,B-MISC
PARIS,B-LOC
Alain,B-PER
Juppe,I-PER
Atlanta,B-LOC
Paralympic,B-MISC
Games,I-MISC
France,B-LOC
Juppe,B-PER
French,B-MISC
Paris,B-LOC
Olympics,B-MISC
French,B-MISC
Atlanta,B-LOC
French,B-MISC
French,B-MISC
PARIS,B-LOC
French,B-MISC
Wall,B-LOC
Street,I-LOC
CAC 40,B-MISC
New,B-LOC
York,I-LOC
SBF 120,B-MISC
CAC 40,B-MISC
CFDT,B-ORG
France,B-LOC
Federation,B-ORG
Syndicale,I-ORG
Unitaire,I-ORG
FSU,B-ORG
European,B-MISC
Elf,B-ORG
Rhone,B-ORG
Poulenc,I-ORG
Eurotunnel,B-LOC
UIC,B-ORG
GAN,B-ORG
Carrefour,B-ORG
Cheuvreux,B-ORG
de,I-ORG
Virieu,I-ORG
Scor,B-ORG
British,B-MISC
Prudential,B-ORG
Mercantile,B-ORG
General,I-ORG
Swiss,B-MISC
Re,B-ORG
Bollore,B-ORG
Scac,B-ORG
Delmas,I-ORG
Vileujeux,I-ORG
SDV,B-ORG
Alcatel,B-ORG
Alsthom,I-ORG
Opthalmic,B-MISC
Essilor,B-ORG
Oakley,B-ORG
Inc,I-ORG
United,B-LOC
States,I-LOC
Gentext,B-ORG
Optics,I-ORG
Inc,I-ORG
Essilor,B-ORG
International,I-ORG
Paris,B-LOC
Sri,B-MISC
Lankan,I-MISC
Sri,B-MISC
Lankan,I-MISC
VEERAKESARI,B-ORG
TELO,B-ORG
Trincomalee,B-LOC
Chavakachcheri,B-LOC
Jaffna,B-LOC
Tamil,B-MISC
THINAKARAN,B-ORG
M ,B-PER
Sivasiththamparam,I-PER
UNP,B-ORG
DAILY,B-ORG
NEWS,I-ORG
THE,B-ORG
ISLAND,I-ORG
W N F ,B-PER
Chandraratne,I-PER
LANKADEEPA,B-ORG
Tamil,B-ORG
Tiger,I-ORG
Chandrika,B-PER
Kumaratunga,I-PER
Colombo,B-LOC
DIVAINA,B-ORG
Australia,B-LOC
DINAMINA,B-ORG
Ruhunu,B-ORG
University,I-ORG
Colombo,B-LOC
Mother,B-PER
Teresa,I-PER
Rupam,B-PER
Banerjee,I-PER
CALCUTTA,B-LOC
Mother,B-PER
Teresa,I-PER
Calcutta,B-LOC
Nobel,B-MISC
Peace,I-MISC
Prize,I-MISC
Woodlands,B-LOC
Nursing,I-LOC
Home,I-LOC
Roman,B-MISC
Catholic,I-MISC
Calcutta,B-LOC
hospital,I-LOC
Mother,B-PER
Teresa,I-PER
Pope,B-PER
John,I-PER
Paul,I-PER
Israeli,B-MISC
David,B-PER
Levy,I-PER
Press,B-ORG
Trust,I-ORG
India,I-ORG
Shishu,B-ORG
Bhavan,I-ORG
Calcutta,B-LOC
Mother,B-PER
Teresa,I-PER
Missionaries,B-ORG
Charity,I-ORG
India,B-LOC
Calcutta,B-LOC
Mother,B-PER
Teresa,I-PER
Missionaries,B-ORG
